,val_loss,val_accuracy,loss,accuracy,lr
0,2.2555233612060546,0.10100000351667404,0.23829018124496495,0.9296296238899231,0.0010000000474974513
1,2.7142207959493003,0.10050000250339508,0.0480436810862135,0.9855555295944214,0.0010000000474974513
2,2.5089812717437745,0.109333336353302,0.03283737943873361,0.9900000095367432,0.0010000000474974513
3,2.0133783995310464,0.28166666626930237,0.02695173974942278,0.99144446849823,0.0010000000474974513
4,1.441461885770162,0.44216665625572205,0.021507581021498752,0.9932592511177063,0.0010000000474974513
5,0.8035047014554342,0.6963333487510681,0.017286327011607313,0.9947777986526489,0.0010000000474974513
6,0.3574460388024648,0.8970000147819519,0.015611682878876173,0.9950185418128967,0.0010000000474974513
7,0.17552619878451028,0.9491666555404663,0.014407699683198223,0.9954259395599365,0.0010000000474974513
8,0.08471882679065068,0.9771666526794434,0.012156571829208622,0.9964073896408081,0.0010000000474974513
9,0.04528925750652949,0.9868333339691162,0.010440306851433384,0.9969074130058289,0.0010000000474974513
10,0.024643615995844206,0.9923333525657654,0.009552171148497749,0.9969629645347595,0.0010000000474974513
11,0.026679543510079385,0.9925000071525574,0.009208703299363455,0.9968888759613037,0.0010000000474974513
12,0.022681277667482694,0.9936666488647461,0.007707576944182316,0.9975185394287109,0.0010000000474974513
13,0.021611189285914104,0.9934999942779541,0.0071300900760624146,0.9980740547180176,0.0010000000474974513
14,0.021714191953341167,0.9946666955947876,0.0070360664824644726,0.9978703856468201,0.0010000000474974513
15,0.020433701366186142,0.9946666955947876,0.006343503556455727,0.9979074001312256,0.0010000000474974513
16,0.020878148143490156,0.9951666593551636,0.006005395281094092,0.9978703856468201,0.0010000000474974513
17,0.020527148179709912,0.9953333139419556,0.0052551778728763265,0.9983333349227905,0.0010000000474974513
18,0.023999299958348274,0.9944999814033508,0.005833495679276961,0.9979444742202759,0.0010000000474974513
19,0.021078299783170225,0.9940000176429749,0.004979682719679895,0.9984444379806519,0.0010000000474974513
20,0.02303957850734393,0.9944999814033508,0.004789827025874898,0.9985555410385132,0.0010000000474974513
21,0.019849248530964057,0.9950000047683716,0.003666711264876304,0.9988889098167419,0.0005000000237487257
22,0.01938551814109087,0.9959999918937683,0.003297851227154886,0.9990184903144836,0.0005000000237487257
23,0.019084947417179744,0.9955000281333923,0.002430546031230026,0.9992592334747314,0.0005000000237487257
24,0.02111301409204801,0.9951666593551636,0.002334693911726828,0.9993888735771179,0.0005000000237487257
25,0.021771374429265657,0.9950000047683716,0.002226327872214218,0.9993148446083069,0.0005000000237487257
26,0.020271341984470684,0.9955000281333923,0.001983977964423873,0.9994444251060486,0.0002500000118743628
27,0.02024677301943302,0.9953333139419556,0.0022176773043142426,0.9994074106216431,0.0002500000118743628
28,0.018558126303056876,0.9956666827201843,0.0020313406715307524,0.9993518590927124,0.0002500000118743628
29,0.018728989283243815,0.9955000281333923,0.001674129396987458,0.9995740652084351,0.0001250000059371814
