,val_loss,val_accuracy,loss,accuracy,lr
0,2.3689809652964273,0.09549999982118607,0.9270933327233349,0.7076296210289001,0.009999999776482582
1,2.4805122725168864,0.09549999982118607,0.29789742593412044,0.9068889021873474,0.009999999776482582
2,2.471860997517904,0.09549999982118607,0.21288463483474873,0.9349814653396606,0.009999999776482582
3,2.3511799303690593,0.09549999982118607,0.17379202508484876,0.947518527507782,0.009999999776482582
4,2.1217233543395997,0.13466666638851166,0.15305064487457276,0.9539259076118469,0.004999999888241291
5,1.7301028105417888,0.33399999141693115,0.14314824634128145,0.9574074149131775,0.004999999888241291
6,1.2068125991821288,0.5745000243186951,0.1366547284435343,0.9586666822433472,0.004999999888241291
7,0.7134164977073669,0.7931666374206543,0.12903576852877935,0.9609814882278442,0.004999999888241291
8,0.3733073842525482,0.906499981880188,0.12189701545017737,0.9645370244979858,0.004999999888241291
9,0.18670967801411947,0.9573333263397217,0.11925319944046162,0.9648333191871643,0.004999999888241291
10,0.11431684889396032,0.9735000133514404,0.11486598073332398,0.9645925760269165,0.004999999888241291
11,0.08460936077435811,0.9786666631698608,0.10860721930309578,0.9678148031234741,0.004999999888241291
12,0.07302300226688385,0.9806666374206543,0.10358344875441657,0.9693889021873474,0.004999999888241291
13,0.06656634231408437,0.9818333387374878,0.10399877199199464,0.9682407379150391,0.004999999888241291
14,0.06258000993728638,0.9821666479110718,0.09896006650174105,0.9704814553260803,0.004999999888241291
15,0.06069677025079727,0.9826666712760925,0.09618710415451615,0.9710000157356262,0.004999999888241291
16,0.059003452956676486,0.9826666712760925,0.09179169467643455,0.9719074368476868,0.004999999888241291
17,0.05748132326205572,0.9829999804496765,0.0922422056860394,0.9718518257141113,0.004999999888241291
18,0.05565387933452924,0.9835000038146973,0.08760141893669411,0.9742037057876587,0.004999999888241291
19,0.05471845251321793,0.9835000038146973,0.08466634170214335,0.9749629497528076,0.004999999888241291
20,0.05374159867564837,0.98416668176651,0.08324464431956963,0.9745925664901733,0.004999999888241291
21,0.053057943791151044,0.984666645526886,0.08151934478459535,0.9760000109672546,0.004999999888241291
22,0.05225062061349551,0.9853333234786987,0.07778587154768131,0.9762963056564331,0.004999999888241291
23,0.051667041659355165,0.9851666688919067,0.07765139808036663,0.9770740866661072,0.004999999888241291
24,0.05100423926115036,0.9850000143051147,0.07773135660533552,0.9774073958396912,0.004999999888241291
25,0.05052709479133288,0.984666645526886,0.07669371053134953,0.9766851663589478,0.004999999888241291
26,0.04992794206738472,0.9851666688919067,0.07273016103108725,0.9786111116409302,0.0024999999441206455
27,0.049680839131275814,0.9853333234786987,0.0726915183906202,0.9786296486854553,0.0024999999441206455
28,0.049470827966928484,0.9854999780654907,0.0717718360600648,0.9786296486854553,0.0024999999441206455
29,0.048840576082468036,0.9854999780654907,0.0729974879887369,0.9787777662277222,0.0024999999441206455
